id,movie_id,info_type_id,info,note
682161,2231672,15,"Gelato Server: [In the middle of the killing spree, Williamson walks into the same coffee shop from yesterday] [Nervously] Uh, hey, man, how are you?::Bill Williamson: Oh, hey man! You remember me?::Gelato Server: Uh...::Bill Williamson: Why don't you make me a Double-expresso... Macchiato... with extra foam?::Gelato Server: Uh, you got it. [Is about to go make it]::Bill Williamson: Whoa, whoa, whoa! Why don't you make it like your life depends on it? [Gelato server starts to make the Macchiato] With extra foam! [continues to make it, still nervous] You like to take your sweet fucking time, don't you?::Gelato Server: [Finishes] There you go. [Gives him the macchiato]::Bill Williamson: [Looks at it and begins laughing manically] Why is it so difficult? I mean, how hard can it be? [pause] I'm gonna give you five seconds to get the fuck out of here. [Points gun at him] I'm gonna start counting right now. One...::Gelato Server: Are you serious?::Bill Williamson: [Yelling] Yeah! Yeah, I'm pretty fucking serious! One! [Gelato Server begins to run] Two, hurry up, motherfucker! [Gelato Server is now running out into the streets] Run, Forrest! Now you're getting it! [Points gun] FIVE, BITCH! [kills Gelato Server]",
1916802,2425499,67,PG,
14105675,2129569,16,USA:8 April 2011,
1380129,1857778,106,"€ 17,860 (Italy) (16 February 2003) (24 screens)",
4478211,1360362,8,USA,
873499,1197283,17,"Paramount was at first reluctant to do an updated Star Trek TV series, feeling it would result in less fan interest towards the Trek movie franchise.",
11614828,2487771,7,RAT:1.85 : 1,
2117434,837325,98,"Joe Mannix is invited to a party at the home of Phil Graves, with whom he served in the Army during the Korean War. Now Phil is a bank executive married to a wealthy socialite named Kathy. She confides in Joe that there have been three recent attempts on her life, including one that day when someone apparently tampered with the brakes of her car. Joe agrees to look into why someone would have tried to kill her, and pursues the identity of a mysterious \Sylvia","\"" when he finds an expensive locket engraved with that name in Kathy Graves' car."""
9383483,1913454,1,India:150,
4781854,1859381,8,Spain,
12441324,740594,16,Spain:20 February 1989,
1506985,1608021,103,© B B C MCMLXXXII,
10572679,1477499,7,PFM:Video,
10935191,1944664,7,PFM:35 mm,
5594632,1414214,3,Thriller,
4330198,745007,8,Spain,
8259173,2462346,4,French,
4367693,903258,8,Canada,
10340325,521981,7,RAT:1.33 : 1,
6029639,1901329,3,Horror,
3630373,1966639,2,Color,
13336198,1581640,16,USA:3 March 2011,
13634664,1809094,16,USA:17 March 1989,(New York New Directors and New Films Festival)
6457852,2184678,3,Sci-Fi,
3489503,1818773,2,Black and White,
14360117,2310653,16,Finland:4 February 2006,(TV premiere)
13511975,1723860,16,Canada:28 September 2005,
616314,1988098,15,Rex: Can't we have a civilized discussion about this?::Marylin Rexroth: Our lawyers can.,
1201270,2429322,103,"©1959 Warner Bros. Pictures, Inc.",
13975756,2044126,16,East Germany:12 April 1988,(TV premiere)
7326727,1150907,4,Japanese,
4539483,1611595,8,USA,
3799778,2146109,2,Color,
7213757,733845,4,Spanish,
6832201,2408905,3,Adult,
2313969,2239807,98,"Based on a completely improvised performance, \Reproductive Technology\"" examines how our consciousness is shaped by the mechanics of our biological existence: birth", death and reproduction. Pregnant male seahorses
4204574,198973,8,Mexico,
9194807,1581329,1,UK:45,(22 episodes)
12100116,413947,16,Spain:31 January 2012,
6979014,2498015,3,Short,
9162785,1363085,1,60,
3313718,1634260,2,Color,
2712772,2206701,5,USA:Not Rated,
511951,1689863,15,"Miss Hannigan: [to Rooster] Rooster, you're the only con I know who can con a cop.",
5859693,1788905,3,Comedy,
2398183,253707,5,Australia:PG,(video rating)
6460868,2186508,3,Biography,
1592018,1936757,107,"$117,284 (USA) (6 March 2011)",
14365934,2314372,16,USA:15 September 1999,(limited) (re-mastered version)
11438817,2373836,7,PFM:35 mm,
13546634,1748257,16,Netherlands:26 September 2010,(Nederlands Film Festival)
1058702,2204345,17,"In most shots of the cannibal island, the background scenery has been digitally altered. Some overview shots are completely computer generated.",
12124726,438445,16,USA:12 May 2006,
13946941,2026480,16,Germany:23 April 1937,(Berlin)
1214438,1827545,105,"DEM 1,500,000",
2787576,2359683,5,Canada:14A,(Canadian Home Video rating)
1752839,1711584,63,THX,
384546,1090763,15,Jimmy: I want you to go and I will watch little Otie woatie toadie bodie.::Jimmy: Well it's official. You got no nads!,
10751305,1770459,7,"LAB:Shaw Brothers (Hong Kong) Limited, Hong Kong",
613370,1978494,15,"Hotel Receptionist: [Jill approaching, carrying grocery bags] How is Dr. Elma Turner?::Jill Bioskop: Never been better.::Hotel Receptionist: Welcome to the Western Hysteria Hotel, 39th floor, room 12. Any friend of Dr. Turner is a friend of mine.",
3126975,984455,2,Color,
4248520,379215,8,Italy,
14211370,2206704,16,Argentina:20 January 2000,
8318712,2524783,4,Spanish,
2011082,2308061,96,"\Das Spukschloss im Salzkammergut\"". In: \""Illustrierte Film-Bühne\"" (Munich", Germany)
8144714,2338045,4,English,
14316765,2281992,16,Japan:5 May 1922,
13644998,1816046,16,Germany:22 May 1997,
8650954,1856187,18,"Lörrach, Baden-Württemberg, Germany",
8281687,2485873,4,English,
295833,495274,15,"Dr. Niles Crane: You just can't stand it that my opinion means more than yours. That the arts community looks to me for my insight, my approval, my thumbs-up.::Dr. Frasier Crane: I think we both know what your thumb's up these days!",
6302917,2084340,3,Animation,
6383088,2135828,3,History,
8938582,2436607,18,"Malibou Lake, Agoura, California, USA",
1007830,1992408,17,Released in the US as a split reel along with the drama _The Atonement of Thais (1911)_ (qv).,
14669248,2507153,16,Italy:20 December 2012,
8571019,1699519,18,"Philadelphia, Pennsylvania, USA",
7628946,1797788,4,English,
10629509,1657976,7,RAT:1.33 : 1,
9695210,2391105,1,20,
589806,1917797,15,"Brigitte: Ginger, a word?::Ginger: Is it 'sorry'?",
13934249,2018122,16,Chile:17 October 2013,
11386539,2347627,7,PFM:35 mm,
8995724,141933,1,Brazil:50,
2152015,1261500,98,"Sarah Connor and her son John have been living peacefully in the same community for two years. It is now 1999 and Sarah begins to feel uncomfortable when her boyfriend, Charley Dixon, proposes. Having relocated to Red Valley, New Mexico John finds school an adjustment but a pretty classmate, Cameron Phillips, shows an interest. When a Terminator shows up to kill John, Cameron reveals a surprising secret about herself and a way for the Connors to disappear completely.",garykmcd
14644710,2490202,16,India:23 March 2012,
11064222,2047962,7,CAM:Panavision Camera and Lenses,
5857203,1787462,3,Documentary,
3368280,1690993,2,Color,
5843094,1778961,3,History,
9833889,653642,6,Mono,
3448704,1775582,2,Color,
14652226,2495516,16,USA:18 September 1912,
10168715,2311547,6,Ultra Stereo,
13592577,1779627,16,USA:1 April 2011,
11706781,43237,16,UK:16 November 1958,
4963681,2032044,8,Italy,
8970636,2502779,18,"Los Angeles, California, USA",
9219331,1664500,1,Turkey:81,
186166,2433678,13,"CONT: When Penny and Harry are first leaving the balcony, their arms are linked. In the following shot they are holding hands, but when they enter the living room, their arms are linked once again.",
2763652,2314713,5,USA:PG-13,
190287,2457043,13,CONT: When the G.T.O pulls into the gas station it's extremely shiny and clean considering it's just driven across 3 States!,
9502545,2096356,1,Argentina:92,(Mar del Plata Film Festival)
2559558,1847367,5,Germany:16,
3728440,2071275,2,Color,
4667252,1751802,8,Nigeria,
14800876,2337086,9,Stefan has a new phone..,
3398024,1722564,2,Color,
14475320,2381188,16,Germany:14 November 1996,
13859437,1966747,16,Canada:1998,
7150475,512259,4,Japanese,
10318495,382670,7,PFM:35 mm,
11037218,2032393,7,OFM:35 mm,
627639,2021383,15,"Kirikou's Grandfather: Tell me, what if the rock had refused to open for you?::Kirikou: I would have dug a hole...::Kirikou's Grandfather: [chuckles as Kirikou explains]::Kirikou: I would have used this knife, the knife from my father!::Kirikou's Grandfather: Ah yes. It was I who gave it to him.",
2544656,1813065,5,Australia:R,
8029485,2218069,4,Czech,
8968173,2498011,18,"Quantico, Virginia, USA",
33327,605195,13,"FAKE: When Saul is on the phone with Carry, the background in his room shows a city. However, due to blowing wind and subsequent movement, this is revealed to be just a giant poster.",
6668604,2317825,3,Comedy,
5594862,1416322,3,Comedy,
14112231,2134315,16,Hungary:15 February 1990,
10379575,720816,7,OFM:Live,
2396739,230720,5,Argentina:Atp,
1783179,1813499,77,-,
14466560,2376771,16,Canada:12 April 2011,(Calgary Underground Film Festival)
11330835,2295656,7,OFM:35 mm,
1128287,2384360,17,"Shipped to theaters under the code name \Scrutiny\"".""",
7038641,70320,4,English,
4869838,1943112,8,India,
9098882,896995,1,30,
14055413,2094794,16,Spain:17 November 2000,
6664483,2315328,3,Drama,
4895303,1968404,8,Canada,
1254409,1664798,106,"$6,562 (USA) (11 February 2001) (4 screens)",
6065250,1924636,3,News,
502559,1704737,15,"Mark Verheiden: [Pyramid has reconfigured and Verheiden and Miller are cut off from the rest] We're never getting out of this place.::Graeme Miller: You got any children?::Mark Verheiden: Got a son.::Graeme Miller: Yeah, I've got two. That means we do not have the luxury of quitting. We're gonna make it out of here. We're surviving this if I have to carry you the whole way.",
4626125,1712568,8,USA,
9081811,773421,1,60,
11284897,2251762,7,LAB:Technicolor,
8985739,47756,1,USA:48,
855706,851920,17,"'Lisa Chappell' (qv), who played Claire during the show's first three seasons, left the show in 2003 in part to focus on her singing career. Her first album, \When Then Is Now\"""," was released in May 2006."""
4739942,1821188,8,East Germany,
11501129,2405549,7,RAT:1.33 : 1,
10439034,1020756,7,RAT:1.33 : 1,
1111267,2355792,17,This was Frank Wilson's last film. He was told by director Alex Murawski that he had won Best Actor at the New York International Independent Film and Video Festival the day before he died.,
6749868,2365428,3,Family,
4760990,1840079,8,USA,
1314946,605242,105,"$25,000",
6003431,1885683,3,Documentary,
2342439,2356808,98,"The Clinic is a film about an underground treatment center for the broken hearted. Two filmmakers are on the pursuit of the infamous Dr. William J. Slater, PhD., best-selling author of \Screw Moving On\"" and \""I'm OK"," You're the One F$$*ed in the Head.\"" The doctor is a tough man to catch. Through his group of loyal followers"
490231,1607261,15,"John Colton: Mr. Derringer, where the devil have you been? I sent a message to Waverly at noon today saying I wanted to see you urgently.::Yancy Derringer: Mr. Colton, I've had a busy day.::John Colton: In jail, no doubt.::Yancy Derringer: Oh, I only started there. Then I had to go to Frenchman's Island.::John Colton: To visit that pirate wench, Coco?::Yancy Derringer: Mr. Colton, she's the prettiest pirate in these parts, sir.",
14635881,2484822,16,Finland:22 September 2008,(Helsinki International Film Festival)
9713576,2420317,1,93,
11031989,2027753,7,OFM:35 mm,
3463490,1791251,2,Color,
10430540,980574,7,PFM:35 mm,
3478131,1806882,2,Black and White,
10018773,1897034,6,Silent,
6461376,2186848,3,Short,
2549048,1823871,5,Denmark:7,
13940428,2021820,16,Switzerland:15 November 2001,(German speaking region)
7464357,1594937,4,Japanese,
9673971,2357685,1,20,
252564,190361,15,"Michael Westen: When booby-trapping your home, it's important to keep it simple.",
9357336,1873642,1,USA:67,
5486026,2525036,8,Japan,
1206702,776640,107,"$4,037,982 (Romania) (31 January 1969)",
2989071,478648,2,Color,
6998348,2510244,3,Comedy,
12060204,376910,16,Germany:16 November 2007,
12102537,416282,16,Spain:3 September 2001,
12252582,558542,16,West Germany:12 January 1987,
2352330,2387818,98,"Emily is a typical 20-something with one glaring difference - for her, the line between reality and imagination has drastically begun to blur. Constant paranoia and a feeling of being followed has caused her to be institutionalized. Now she finds herself trapped between what is real, and what may be real, as her doctors tell her one thing, and her mind tells her another. With no way of knowing, she will slip in and out of truths until she can get a grasp on the world around her. You never know who is watching you.",Anonymous
2866307,2510595,5,Norway:11,
2521087,1763543,5,Finland:S,
6338632,2107009,3,Drama,
9849568,848282,6,Mono,
14009381,2064937,16,Peru:1 April 2010,
11212971,2183391,7,OFM:35 mm,
3950300,2305866,2,Color,
1192382,1794266,103,Loew's Incorporated; 23 June 1942; LP11436,
508143,1679302,15,"Mozart: That doesn't really work, does it?",
5088009,2147571,8,Pakistan,
6220731,2025664,3,Comedy,
5411506,2454659,8,Italy,
5325970,2373215,8,USA,
7164910,569236,4,Dutch,
462797,1418925,15,"Lady Rochford: They say the king is a very Turk with women. You will have very little rest tonight, my angel. Let him do as he likes, child.",
2616259,1973682,5,UK:15,
9061946,609165,1,18,
6758855,2370182,3,Western,
6796577,2389972,3,Fantasy,
6240165,2040164,3,Short,
10883441,1897530,7,OFM:35 mm,
9975144,1773325,6,Dolby Digital,
11628914,2497720,7,OFM:35 mm,
2205571,1729456,98,"Philip Rand, on the way home from a dance, where he has met and fallen in love with Marion Lang, is jostled by an unknown man and upon recovering his balance finds his watch is missing. He immediately gives pursuit and, overtaking his assailant grabs him suddenly from the rear and demands the watch. It is handed over to him. He pockets it and continues on to his home. Upon his arrival there he finds to his amazement that his own watch is lying on the dresser where he bad left it. He has unconsciously become a highway robber. Luckily the watch he had taken from the stranger bears its owner's name on the case and he realizes that the only thing to do is to return it without delay and explain the unfortunate mistake. In the meantime, the man who has been robbed, has appealed to the first policeman he meets and told his story. Pursuit is started and Philip tracked to his rooms. Hearing the cry from his window and realizing the difficulty of making an explanation during the excitement, Philip escapes by the fire escape as the officers break into his room. They follow him to the roof top; he finally eluding them by ducking down an open sky-light. He goes to the nearest drug store and looks up the address of the owner of the watch and goes there at once to explain his position. To his surprise the door is opened by the girl of the dance and he learns that he has robbed her uncle. Her uncle returns irate and Philip is hidden until she has appeased him, though at first sight he wants to ring for the police. Donaldson's humor is finally aroused and the unfortunate mistake proves to have had a fortunate side, for Marion has revealed her interest in Philip during the mix-up and he parts from her with every indication that wedding bells will soon chime.",Moving Picture World synopsis
13036274,1294178,16,USA:18 May 2011,
600888,1940204,15,"Henderson: Do you, Ben...::Cassie: Benjamin Reynolds.::Henderson: Benjamin Reynolds, take this young woman...::Cassie: Cassie Kennington.::Henderson: [Henderson wipes eyes, takes off hat] Do both of you promise to treat each other with dignity and love until one or the other drops dead?::Cassie: I do.::[looks at Ben]::Ben: I do.::Henderson: [Henderson, Cassie, and Ben put their hands in the center and \break\""] Well", looks like you're both married now.::[grins]::Ben: [looks at Cassie
6495789,2208593,3,Animation,
11718463,54373,16,USA:24 February 2002,
10213969,2412951,6,Stereo,
5711988,1695747,3,Documentary,
3659642,1997109,2,Color,
13815911,1936504,16,West Germany:26 November 1973,
13701132,1856145,16,Germany:16 December 1933,
3725281,2067699,2,Black and White,
1921776,2505043,65,Movie,
7382318,1326823,4,English,
6169193,1990359,3,Music,
10558440,1426288,7,PFM:35 mm,
3702930,2043189,2,Color,
94454,1880085,13,"FACT: The medallions are placed in individual pockets of the velvet purse and thus protected against touching yet, when the purse is handled, they make a distinct metal-to-metal clinking sound.",
3668001,2006061,2,Color,
4032716,2390700,2,Color,
3593443,1927751,2,Color,
12597883,886736,16,USA:12 November 1981,
527849,1735773,15,"Kain: Time fades even legend, and the origin of the Soul Reaver has been lost long ago. But its purpose remains - to feed on the souls of any creature it strikes. Kindred, this blade and I.",
5817410,1762364,3,Action,
6597216,2273418,3,Thriller,
11427623,2368735,7,RAT:1.33 : 1,
3780184,2125537,2,Color,
1262065,2108353,108,"$5,611,707 (USA) (15 September 1996) (2,358 screens)",
11011981,2005165,7,OFM:35 mm,
796876,2471512,15,"Barbara: Martin couldn't make it, so you'll have to wear my uniform.::Mike Donovan: Oh, lots of luck. I'll never be able to...::Barbara: It'll stretch enough to fit.::Mike Donovan: [Sees Barbara without her uniform] You sure don't look like an iguana.",
9919452,1515646,6,Mono,
7150448,512232,4,Japanese,
13641426,1813481,16,France:29 April 1992,
2851754,2476915,5,Canada:18A,
11155530,2127561,7,PCS:HDCAM,
3938342,2293301,2,Color,
13491716,1709988,16,Czech Republic:15 March 2004,(European Union Film Festival)
5012703,2076844,8,Kenya,
9120332,1077144,1,Japan:54,
12165388,479122,16,USA:11 October 2003,
3712184,2053473,2,Color,
7501096,1664001,4,English,
463404,1420351,15,"Kevin Federline: Love... is love::Host: Shhh, Kevin... you had me at \Duh\"".""",
13899983,1993517,16,Slovakia:22 June 2003,(Art Film Festival)
12526686,820406,16,Spain:25 August 2002,
6244550,2043896,3,Horror,
1899478,2311873,61,Color,
8339095,158246,18,"Gamlestadens fabriker, Gothenburg, Västra Götalands län, Sweden",
5780898,1740633,3,Short,
7309299,1083107,4,English,(Original version)
6531987,2232577,3,Short,
13831511,1947074,16,Sweden:16 July 2008,(DVD premiere)
5271052,2321382,8,South Korea,
6870177,2428966,3,Documentary,
1713094,1766794,103,Sens Productions,
1319307,1746242,107,"$67,733,820 (USA) (26 November 2000)",
6573072,2257289,3,Musical,
13422278,1660118,16,Denmark:9 September 1966,(re-release)
12249010,556365,16,Spain:22 January 2003,
9289563,1773606,1,USA:3,
9883159,1268103,6,Mono,
12440912,739934,16,Spain:2 August 2005,
5905040,1818902,3,Drama,
13563559,1759762,16,Spain:26 November 2012,(Kurtz Arenas)
6700457,2338219,3,Short,
4468328,1320564,8,USA,
1551851,1660192,102,26 January 1904 - 26 January 1904,
7677922,1849292,4,Turkish,
14486833,2387526,16,USA:30 April 1915,
2126405,925656,98,"Harry tells everyone over the school intercom that Chris didn't bribe anyone and deserves to remain fairly elected captain. Griff openly turns on Natassa, whose dirty tricks are reported to the principal, her embarrassed pa, by Summer. As Lucas suggests, she gets full punishment, public apologies and chores, during which only Andrew generously takes pity and lends a helping hand. Michael even refuses to sign her modeling contract for Lassiter's, so as revenge she kisses Andrew, whom she's forbidden to see, openly at a school benefit brunch. Terry's company is doing terribly, so he discourages Ben from aiming at a showbiz career. Terry however has an eye on Lyn, who can't resist overdoing the wedding preparations.",KGF Vissers
10839043,1853137,7,RAT:2.35 : 1,
14737527,1880742,9,"...With God, all things are possible...",
1147764,2417756,17,"'Neil Simon (I)' (qv)'s \The Sunshine Boys\"" is the most often filmed feature of Simon's work having being filmed seven times", once for the cinema (this movie)
5809839,1757777,3,Documentary,
13885741,1983149,16,Italy:27 September 1996,
8191881,2389133,4,English,
10997869,1991484,7,OFM:35 mm,
7542633,1707197,4,English,
3307740,1605594,2,Color,
14793847,2296839,9,Experience... The Greatest Snow On Earth!,
6467369,2190532,3,Animation,
11205824,2176730,7,CAM:Arri Alexa,
4830877,1906174,8,USA,
13542854,1746099,16,France:26 October 1951,
13294165,1541574,16,Germany:14 June 2011,
6465804,2189624,3,Drama,
8640915,1835640,18,"Huntington, West Virginia, USA",
13980146,2046817,16,Italy:1911,
75223,1740617,13,"DATE: Dirk Diggler performs a studio recording of 'Stan Bush (I)' (qv)'s song \The Touch\"" in March of 1983", but the song was written for _The Transformers: The Movie (1986)_ (qv)
13142901,1393962,16,USA:20 December 2011,
14809260,2373775,9,An innocent question from one woman to another produces a shocking response.,
8503241,1362099,18,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",(studio)
9396363,1933015,1,Israel:50,
8486043,1274885,18,"Honolulu, O'ahu, Hawaii, USA",(leg 13)
3292771,1553632,2,Color,
12639643,917169,16,USA:18 November 2007,
3721145,2063398,2,Black and White,
6203760,2014085,3,Adventure,
12353818,652514,16,USA:6 December 1983,
8805960,2181879,18,"Yokkaichi, Mie, Japan",
13872976,1974800,16,Denmark:16 April 1973,
503228,1663954,15,"Hands: [while Bartleby is on the phone, Glen is on a ladder] Hey Glen! Catch!::Glen: [Jumps off of ladder into bush] Mother of hell!",
8833129,2240632,18,"Guerrero, Mexico",
13432598,1666980,16,Hungary:6 June 2010,(TV premiere)
5611682,1633627,3,Short,
13826854,1943877,16,USA:August 1917,
9211025,1650569,1,65,
10954448,1956977,7,PCS:Spherical,
3340833,1705202,2,Color,
7728216,1902880,4,German,
2961733,357725,2,Color,
10178644,2341713,6,Mono,
5700594,1688320,3,Short,
4226870,282209,8,UK,
14169635,2176244,16,USA:14 November 2009,(Blue November Film Festival)
13211889,1457211,16,USA:25 September 2005,
907977,1648938,17,"During the fight scene with Shindo - Ki Rodriguez and Daving McLeod, there is a scene where Davin slapped Shindo in the face and Shindo falls to the floor that part was for real. Shindo got up and laughed. No injuries were made.",
11401760,2355700,7,RAT:1.37 : 1,
8310068,2516314,4,Japanese,
6304589,2085007,3,Short,
3349397,1670822,2,Color,
13324946,1570588,16,USA:3 October 1987,
4736167,1816727,8,Turkey,
12248508,555839,16,USA:3 June 2012,
9691128,2384731,1,15,
6395436,2143611,3,Short,
9287939,1771117,1,94,
9193266,1569179,1,43,
6867198,2427325,3,Short,
6828904,2407171,3,Drama,
11873729,196624,16,USA:2 September 2011,
14223693,2216407,16,USA:25 August 1999,(Doboy's Dozens) (premiere)
10059547,2008998,6,Mono,
1263821,2278854,107,"$9,676,677 (USA) (19 January 1998)",
4431858,1180171,8,USA,
1914379,2471986,71,-,
11178613,2150742,7,PFM:35 mm,
2185199,1636283,98,"Praboo is just a regular 16 year old nerd kid who has this crush on his friend May. Just like most first love stories, his nerves get the better of him and he bottles it . Praboo gathers his nerves back and finally gets the guts to tell May about his feelings. However, things didn't turn out as expected and the rest of the flick is how Praboo's ordeal and how he deals with this 'surprise' reaction by May.",Anonymous
189320,2451567,13,"GEOG: After Achilles rescues Briseis from the Greeks' branding iron in the dark, they spend the night together. The next shot shows the sun rising over the sea, to the west.",
10877951,1893375,7,PCS:Spherical,
13064540,1320911,16,USA:23 April 2013,
4567037,1657582,8,USA,
10453950,1120779,7,RAT:1.33 : 1,
3830113,2178504,2,Color,
11732354,67669,16,USA:6 July 2006,
3935778,2290597,2,Color,
1627065,777210,104,10 September 2009 - 5 November 2009,
2288031,2119944,98,"A grand old Japanese hotel is trying to get a prestigious contract as the site of a summit meeting of important foreign officials. Unfortunately, this hotel is quite popular with the Yakuza (Japanese gangsters) and is a favorite target of theirs for extortion. They employ a variety of schemes to con the hotel out of 'hush-money.' The hotel needs to rid itself of the Yakuza and finally begins to fight back by hiring Mahiru Inoue, a lawyer who is an expert at dealing with these criminals on their own terms. This film by Juzo Itami combines action with farce, as an all-out war ensues.",Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>
12744145,1024203,16,France:7 April 2009,
12082416,447246,16,USA:23 May 2005,
12890077,1162410,16,UK:19 December 2009,
12632163,909383,16,Poland:1 October 2006,
10765965,1784155,7,RAT:1.33 : 1,
1353454,2068359,104,30 November 1970 - 20 December 1970,
3018004,586811,2,Color,
706670,2295569,15,Sharice Watters: [watching a bunch of prostitutes enter the hotel] The ho train has left the station.,
6561736,2250258,3,Comedy,
10217452,2419445,6,Stereo,
397744,1183859,15,"Butters Stotch: [to an old lady buying their album] We're not really Christian. We're just pretending we are.::Cartman: [the old lady walks away] Butters, remind me later to cut your balls off.",
12447770,747919,16,Spain:10 March 1997,
3583722,1917592,2,Color,
48457,1264357,13,"CONT: When Kelso is laying in bed before he has the _\I Dream of Jeannie\"" (1965)_ (qv) dream", it shows his green phone is a rotary dial phone. However
3736955,2080116,2,Color,
3090107,841012,2,Color,
208368,2130001,12,"In the end credits, it has \The Grey Beast\"" provided by Oberon Films and underneath"," it has Grey Beast Whereabouts as Unknown."""
5570426,1081472,3,Comedy,
3151202,1075614,2,Color,
13227895,1473045,16,Greece:20 December 2006,
13886964,1984038,16,Finland:2 January 2008,(Polar Film Festival)
14749141,1952674,9,Be careful the friends you choose.,
36509,791717,13,"DATE: Although the show is definitely dated in the 1870s, the march that the band plays throughout this episode, the 'Washington Post March' by 'John Philip Sousa (I)' (qv), was not written until 1889.",
13530964,1738116,16,USA:20 February 2013,(internet)
8730589,2019336,18,"Tokyo, Japan",
7648261,1817894,4,German,
7045297,90423,4,Spanish,
14341313,2298567,16,Denmark:9 November 2008,(CPHDOX Festival)
3678489,2017474,2,Black and White,
4010215,2367635,2,Black and White,
111,105965,11,"In the first 10 episodes of the show, the theme song, is sang by Cree Summer, and then, the rest of the episodes have the theme song sang by Macy Gray. However, in the USA, in the episodes with the Cree Summer theme songs, the Cree Summer version of the song was slowly replaced by the Macy Gray version (with \Of Lice And Friends\"" the last episode to use the Cree Summer version before the theme songs were completely replaced). Outside the USA", Melissa Disney (the voice of Ginger) sings the theme song of the first 2 episodes
451551,1390476,15,"Nostalgia Critic: [the only time he uses his voice; in a loud, very hoarse whisper] ASS!",
4214218,240542,8,Australia,
10978064,1975343,7,RAT:1.33 : 1,
